format_name,codes
CCHS2014_ONT_SHARE_DOLL8_FM,0=NONE; 99999996=NOT APPLICABLE; 99999997=DON'T KNOW; 99999998=REFUSAL; 99999999=NOT STATED
CCHS2014_ONT_SHARE_DRV09FM,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 5=NOT TAKE TAXIS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_DRV8AFM,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 5=NOT RIDE/FRONT S; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_DRV8BFM,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 5=NOT RIDE/BACK S; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_DRVC05FM,1=MUCH FASTER; 2=A LITTLE FASTER; 3=ABOUT THE SAME; 4=A LITTLE SLOWER; 5=MUCH SLOWER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_DRVC06FM,1=MUCH MORE; 2=A LITTLE MORE; 3=ABOUT THE SAME; 4=A LITTLE LESS; 5=MUCH LESS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_DRVCDSBU,1=ALW. FAST.S/BELT; 2=NOT ALW. FASTEN; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_DV61FM,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 4 TO 6 = 5 YEARS OR MORE; 7=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS2014_ONT_SHARE_DVED3FM,1=2 = SECONDARY GRAD.; 3=OTHER POST-SEC.; 4=POST-SEC. GRAD.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_EDUDR4FM,1=2 = SEC. SCHOOL. GR.; 3=SOME POST-SEC ED; 4=POST-SEC CERT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_EDUGRADE,1=GRADE 8 OR LOWER; 2=GRADE 9-10; 3=GRADE 11-13; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_EDUQ06FM,1=FULL-TIME; 2=PART-TIME; 3=BOTH P.T. /F.T.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_EDUQ4AFM,"1=<h.s. d.or equ.></h.s.>2 = H.S. D.OR EQU.; 3=TRADE CERT OR D.; 4=COLLEGE, CEGEP; 5=UNI. CE. BELOW B; 6=BACHELOR DEGREE; 7=UNI.C. OR ABOVE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL"
CCHS2014_ONT_SHARE_EDU_10DR,1=GRADE 8 OR LOWER; 10=UNI. CERT &gt; BACH; 2=GRADE 9-10; 3=GRADE 11-13; 4=SECOND/POST SEC.; 5=SOME POST-SEC.; 6=TRADE CERT./DIP; 7=COLL. CERT./DIP; 8=UNI. CERT 9 = BACHELOR'S DEG.
CCHS2014_ONT_SHARE_EYX142FM,1=LESS THAN 1 YEAR; 2=1 TO 3 = 2 TO 4 = 3 OR MORE YEARS; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_FS52F,1=2 = 1 TO 3 = 2 YEARS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_FSC81FM,1=ALMOST EVERY MON; 2=SOME MONTHS; 3=ONLY 1 OR 2 MONT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_FSCDHFFM,0=FOOD SECURE; 1=MOD. FOOD INSEC.; 2=SEV. FOOD INSEC.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_FVC_1A,1=PER DAY; 2=PER WEEK; 3=PER MONTH; 4=PER YEAR; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_FVC_DC,999.6=NOT APPLICABLE; 999.7=DON'T KNOW; 999.8=REFUSAL; 999.9=NOT STATED
CCHS2014_ONT_SHARE_FVC_PO,999.6=NOT APPLICABLE; 999.7=DON'T KNOW; 999.8=REFUSAL; 999.9=NOT STATED
CCHS2014_ONT_SHARE_FVC_RDA,1=LESS 5 PER DAY; 2=5 - 10 TIMES/DAY; 3=MORE 10 TIMES/DA; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_GAD_04FM,1=OFTEN; 2=SOMETIMES; 3=RARELY; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_GEN02AFM,0=VERY DISSATISFIE; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9
CCHS2014_ONT_SHARE_GEN_10F,1=VERY STRONG; 2=SOMEWHAT STRONG; 3=SOMEWHAT WEAK; 4=VERY WEAK; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_GEN_2F,1=MUCH BETTER; 2=SOMEWHAT BETTER; 3=ABOUT THE SAME; 4=SOMEWHAT WORSE; 5=MUCH WORSE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_GEOCMAF,0=NO CMA ASSIGNED; 1=ST. JOHN'S; 205=HALIFAX; 305=MONCTON; 310=SAINT JOHN; 408=SAGUENAY; 421=QUEBEC; 433=SHERBROOKE; 442=TROIS-RIVIÈRES; 462=MONTRÉAL
CCHS2014_ONT_SHARE_GEOLHIN,3501=ERIE ST. CLAIR; 3502=SOUTH WEST; 3503=WATERLOO; 3504=HAMILTON NIAGARA; 3505=CENTRAL WEST; 3506=MISSISSAUGA; 3507=TORONTO CENTRAL; 3508=CENTRAL; 3509=CENTRAL EAST; 3510=SOUTH EAST
CCHS2014_ONT_SHARE_GEOSATFM,1=CMA; 2=TRACTED CENSUS A; 3=NON-TRACTED CENS; 4=STRONGLY INFL.; 5=MODERATELY INFL.; 6=WEAKLY INFL.; 7=NOT INFLUENCED; 8=TERRITORIES; 9=NOT STATED
CCHS2014_ONT_SHARE_GEO_DRFM,1=POPULATION CTR; 2=RURAL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_GEO_PRG,1=HR PEER GROUP A; 10=HR PEER GROUP J; 2=HR PEER GROUP B; 3=HR PEER GROUP C; 4=HR PEER GROUP D; 5=HR PEER GROUP E; 6=HR PEER GROUP F; 7=HR PEER GROUP G; 8=HR PEER GROUP H; 9=HR PEER GROUP I
CCHS2014_ONT_SHARE_GEO_URFM,0=RURAL; 1=CORE; 2=FRINGE; 4=POP. CENTR/S CMA; 6=SECONDARY CORE; 9=MIX OF POP/RUR A
CCHS2014_ONT_SHARE_GHCDHDI,0=POOR; 1=FAIR; 2=GOOD; 3=VERY GOOD; 4=EXCELLENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_GOOD5FM,1=EXCELLENT; 2=VERY GOOD; 3=GOOD; 4=FAIR; 5=POOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HCC_CONT,1=DOCTOR'S OFFICE; 10=TELEPHO CONSULT; 2=EMERGENCY ROOM; 3=HOSP OUTPAT CLIN; 4=WALK-IN CLINIC; 5=APPOINT CLINIC; 6=COMM HLTH CENTRE; 7=AT WORK; 8=AT SCHOOL; 9=AT HOME
CCHS2014_ONT_SHARE_HCU1A2FM,1=DOCTOR'S OFFICE; 2=COMM HLTH CENTRE; 3=WALK-IN CLINIC; 4=APPOINT CLINIC; 5=TELEPHO H. LINE; 6=EMERGENCY ROOM; 7=HOSP OUTPAT CLIN; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS2014_ONT_SHARE_HOUR3DFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS2014_ONT_SHARE_HR4_12FM,1011=EASTERN REGIONAL; 1012=CENTRAL REGIONAL; 1013=WESTERN REGIONAL; 1014=LABRADOR-GRENFEL; 1100=P.E.I.; 1102=QUEENS COUNTY; 1103=PRINCE COUNTY; 1201=ZONE 1 (DHA 1&amp;2); 1202=ZONE 2 (DHA 3); 1203=ZONE 3 (DHA 4&amp;5)
CCHS2014_ONT_SHARE_HSCDPAD,1=NO PAIN; 2=DOESN'T PREVENT; 3=PREVENTS A FEW; 4=PREVENTS SOME; 5=PREVENTS MOST; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_19F,1=ALWAYS; 2=OFTEN; 3=SOMETIMES; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_23F,1=SOME TASKS; 2=MOST TASKS; 3=ALMOST ALL TASKS; 4=ALL TASKS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_25F,1=HAPPY IN LIFE; 2=SOMEWHAT HAPPY; 3=SOMEWHAT UNHAPPY; 4=UNHAPPY; 5=LIFE NOT WORTH; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_26F,1=ABLE TO REMEMBER; 2=SOME FORGETFUL; 3=VERY FORGETFUL; 4=UNABLE REMEMBER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_27F,1=ABLE TO THINK; 2=LITTLE DIFFICULT; 3=SOME DIFFICULTY; 4=GREAT DIFFICULTY; 5=CAN'T THINK; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_29F,1=MILD; 2=MODERATE; 3=SEVERE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HSC_30F,1=NONE; 2=A FEW; 3=SOME; 4=MOST; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HUIDCOFM,1=COG. ATT. LEVE 1; 2=COG. ATT. LEVE 2; 3=COG. ATT. LEVE 3; 4=COG. ATT. LEVE 4; 5=COG. ATT. LEVE 5; 6=COG. ATT. LEVE 6; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_HUIDEMFM,1=EMOT. ATT. LEV.1; 2=EMOT. ATT. LEV.2; 3=EMOT. ATT. LEV.3; 4=EMOT. ATT. LEV.4; 5=EMOT. ATT. LEV.5; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HUIDEXFM,1=DEX. ATT. LEVE 1; 2=DEX. ATT. LEVE 2; 3=DEX. ATT. LEVE 3; 4=DEX. ATT. LEVE 4; 5=DEX. ATT. LEVE 5; 6=DEX. ATT. LEVE 6; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_HUIDHEFM,1=HEA. ATT. LEVE 1; 2=HEA. ATT. LEVE 2; 3=HEA. ATT. LEVE 3; 4=HEA. ATT. LEVE 4; 5=HEA. ATT. LEVE 5; 6=HEA. ATT. LEVE 6; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_HUIDHSI,99.996=NOT APPLICABLE; 99.997=DON'T KNOW; 99.998=REFUSAL; 99.999=NOT STATED
CCHS2014_ONT_SHARE_HUIDMOFM,1=AMB. ATT. LEVE 1; 2=AMB. ATT. LEVE 2; 3=AMB. ATT. LEVE 3; 4=AMB. ATT. LEVE 4; 5=AMB. ATT. LEVE 5; 6=AMB. ATT. LEVE 6; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_HUIDSPFM,1=SPEE. ATT. LEV.1; 2=SPEE. ATT. LEV.2; 3=SPEE. ATT. LEV.3; 4=SPEE. ATT. LEV.4; 5=SPEE. ATT. LEV.5; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HUIDVIFM,1=VIS. ATT LEVE 1; 2=VIS. ATT. LEVE 2; 3=VIS. ATT. LEVE 3; 4=VIS. ATT. LEVE 4; 5=VIS. ATT. LEVE 5; 6=VIS. ATT. LEVE 6; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_HWC_2A,"0=""1'0""""(12 INCHES)""; 1=""1'1""""(13 INCHES)""; 2=""1'2""""(14 INCHES)""; 3=""1'3""""(15 INCHES)""; 4=""1'4""""(16 INCHES)""; 5=""1'5""""(17 INCHES)""; 6=""1'6""""(18 INCHES)""; 7=""1'7""""(19 INCHES)""; 8=""1'8""""(20 INCHES)""; 9=""1'9""""(21 INCHES)"""
CCHS2014_ONT_SHARE_HWC_2B,"0=""2'0""""(24 INCHES)""; 1=""2'1""""(25 INCHES)""; 2=""2'2""""(26 INCHES)""; 3=""2'3""""(27 INCHES)""; 4=""2'4""""(28 INCHES)""; 5=""2'5""""(29 INCHES)""; 6=""2'6""""(30 INCHES)""; 7=""2'7""""(31 INCHES)""; 8=""2'8""""(32 INCHES)""; 9=""2'9""""(33 INCHES)"""
CCHS2014_ONT_SHARE_HWC_2C,"0=""3'0""""(36 INCHES)""; 1=""3'1""""(37 INCHES)""; 2=""3'2""""(38 INCHES)""; 3=""3'3""""(39 INCHES)""; 4=""3'4""""(40 INCHES)""; 5=""3'5""""(41 INCHES)""; 6=""3'6""""(42 INCHES)""; 7=""3'7""""(43 INCHES)""; 8=""3'8""""(44 INCHES)""; 9=""3'9""""(45 INCHES)"""
CCHS2014_ONT_SHARE_HWC_2D,"0=""4'0""""(48 INCHES)""; 1=""4'1""""(49 INCHES)""; 2=""4'2""""(50 INCHES)""; 3=""4'3""""(51 INCHES)""; 4=""4'4""""(52 INCHES)""; 5=""4'5""""(53 INCHES)""; 6=""4'6""""(54 INCHES)""; 7=""4'7""""(55 INCHES)""; 8=""4'8""""(56 INCHES)""; 9=""4'9""""(57 INCHES)"""
CCHS2014_ONT_SHARE_HWC_2E,"0=""5'0""""(60 INCHES)""; 1=""5'1""""(61 INCHES)""; 2=""5'2""""(62 INCHES)""; 3=""5'3""""(63 INCHES)""; 4=""5'4""""(64 INCHES)""; 5=""5'5""""(65 INCHES)""; 6=""5'6""""(66 INCHES)""; 7=""5'7""""(67 INCHES)""; 8=""5'8""""(68 INCHES)""; 9=""5'9""""(69 INCHES)"""
CCHS2014_ONT_SHARE_HWC_2F,"0=""6'0""""(72 INCHES)""; 1=""6'1""""(73 INCHES)""; 2=""6'2""""(74 INCHES)""; 3=""6'3""""(75 INCHES)""; 4=""6'4""""(76 INCHES)""; 5=""6'5""""(77 INCHES)""; 6=""6'6""""(78 INCHES)""; 7=""6'7""""(79 INCHES)""; 8=""6'8""""(80 INCHES)""; 9=""6'9""""(81 INCHES)"""
CCHS2014_ONT_SHARE_HWC_2FM,"0=LESS THAN 1'; 1=""1'0"""" TO 1'11""""""; 2=""2'0"""" TO 2'11""""""; 3=""3'0"""" TO 3'11""""""; 4=""4'0"""" TO 4'11""""""; 5=""5'0"""" TO 5'11""""""; 6=""6'0"""" TO 6'11""""""; 7=""7'0"""" AND OVER""; 96=NOT APPLICABLE; 97=DON'T KNOW"
CCHS2014_ONT_SHARE_HWS_1F,1=OVERWEIGHT; 2=UNDERWEIGHT; 3=JUST ABOUT RIGHT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HWTCDISW,1=UNDERWEIGHT; 2=NORMAL WEIGHT; 3=OVERWEIGHT; 4=OBESE - CLASS 1; 5=OBESE - CLASS 2; 6=OBESE - CLASS 3; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_HWTDDCOL,1=NEITHER NOR; 2=OVERWEIGHT; 3=OBESE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HWTDWHFM,1=NEITHER NOR; 2=OVERWEIGHT; 3=OBESE; 4=SEVERELY OBESE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_HWTD_BMI,999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS2014_ONT_SHARE_HWT_FM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS2014_ONT_SHARE_HWT_METR,0.914=0.926 M OR LESS; 0.94=0.927 TO 0.952 M; 0.965=0.953 TO 0.977 M; 0.991=0.978 TO 1.002 M; 1.016=1.003 TO 1.028 M; 1.041=1.029 TO 1.053 M; 1.27=1.257 TO 1.282 M; 1.6=1.588 TO 1.612 M; 1.88=1.867 TO 1.891 M; 1.93=1.918 TO 1.942 M
CCHS2014_ONT_SHARE_HWT_WTK,999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS2014_ONT_SHARE_IJC03F,1=MULT INJURIES; 10=INTERNAL INJURY; 2=BROKEN BONES; 3=BURN/SCALD/CHEM; 4=DISLOCATION; 5=SPRAIN/STRAIN; 6=CUT/PUNCT/BITE; 7=BRUISE/BLISTER; 8=CONCUSSION/OTHER; 9=POISONING
CCHS2014_ONT_SHARE_IJC04F,"1=MULTIPLE SITES; 10=THIGH | KNEE/LOW LEG (11_2001 only); 2=EYES; 3=HEAD(INC. FAC. ) | HEAD(EXCL EYES)  (21_2003, 31_2005, 31_2005_sub1, 31_2005_sub3 only); 4=NECK; 5=SHOULDER/UPP ARM; 6=ELBOW/LOW ARM; 7=WRIST | WRIST/HAND (11_2001 only); 8=HAND | HIP (11_2001 only); 9=HIP | THIGH (11_2001 only)"
CCHS2014_ONT_SHARE_IJC05F,"1=HOME/SURROUNDING; 10=FARM | OTHER (11_2001 only); 2=RESIDENTIAL INST; 3=SCHOOL/COL/UNIV; 4=SCHOOL - SPORTS | OTHER INST (11_2001 only); 5=OTHER - SPORTS | SPORT/ATHL AREA (11_2001 &amp; 21_2003 only); 6=OTHER INST | STREET/HIGHWAY (11_2001 only); 7=STREET, HIGHWAY | COMMERCIAL AREA (11_2001 only); 8=COMMERCIAL AREA | INDUSTR/CONST PL (11_2001 only); 9=INDUSTRIAL AREA | FARM (11_2001 only)"
CCHS2014_ONT_SHARE_IJCD2FM,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS2014_ONT_SHARE_IJC_10B,1=TRANSPORTATION; 10=OTHER; 2=BUMPED/PUSHED; 3=STRUCK/CRUSHED; 4=SHARP OBJECT; 5=SMOKE/FIRE/FLAME; 6=HOT OBJECT; 7=EXTREME WEATHER; 8=OVEREXERTION; 9=PHYSICAL ASSAULT
CCHS2014_ONT_SHARE_IJC_4A,1=CHEST; 2=ABDOMEN/PELVIS; 3=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_IJC_NUM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2014_ONT_SHARE_INCDECFM,1=DECILE 1; 10=DECILE 10; 2=DECILE 2; 3=DECILE 3; 4=DECILE 4; 5=DECILE 5; 6=DECILE 6; 7=DECILE 7; 8=DECILE 8; 9=DECILE 9
CCHS2014_ONT_SHARE_INCDPEFM,"1=NO INCOME; 10=$60,000-$69,999; 2=3 = $5,000-$9,999; 4=$10,000-$14,999; 5=$15,000-$19,999; 6=$20,000-$29,999; 7=$30,000-$39,999; 8=$40,000-$49,999; 9=$50,000-$59,999"
CCHS2014_ONT_SHARE_INCQ8BFM,"1=LESS $30,000; 2=$30,000 OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED"
CCHS2014_ONT_SHARE_INCQ8DFM,"1=$30,000/2 = $40,000/3 = $50,000/4 = $60,000/5 = $70,000/6 = $80,000/7 = $90,000 8 = $100000 AND OVER; 96=NOT APPLICABLE; 97=DON'T KNOW"
CCHS2014_ONT_SHARE_INCRATFM,0=NO INCOME; 9.999999996=NOT APPLICABLE; 9.999999997=DON'T KNOW; 9.999999998=REFUSAL; 9.999999999=NOT STATED
CCHS2014_ONT_SHARE_INC_8CFM,"1=LESS THAN $5,000; 2=$5,000 OR 3 = $10000 OR 4 = $15000 OR 5 = $20000 OR 6 = $25000 OR 96 = NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED"
CCHS2014_ONT_SHARE_INC_DHFM,"1=NO INCOME; 10=$60,000-$69,999; 2=3 = $5,000-$9,999; 4=$10,000-$14,999; 5=$15,000-$19,999; 6=$20,000-$29,999; 7=$30,000-$39,999; 8=$40,000-$49,999; 9=$50,000-$59,999"
CCHS2014_ONT_SHARE_INC_Q2FM,1=WAGES &amp; SALARIES; 10=WELFARE; 2=SELF-EMPLOYMENT; 3=DIVIDENDS &amp; INT.; 4=EMPLOYMENT INS.; 5=WORKER'S COMP; 6=CPP OR QPP; 7=JOB REL/RETIREM; 8=RRSP/RRIF; 9=OLD AGE SECURITY
CCHS2014_ONT_SHARE_INJ11_FM,1=SKATE/SKI/SNOWB; 2=OTHER SPORT; 3=UP/DOWN STAIRS; 4=SLIP/TRIP/STUMB.; 5=SLIP/TRIP/STUMB.; 6=FROM FURNITURE; 7=ELEVATED POSIT.; 8=HEALTH PROBLEMS; 9=OTHER; 96=NOT APPLICABLE
CCHS2014_ONT_SHARE_INJ12AFM,1=MORNING; 2=AFTERNOON; 3=EVENING; 4=NIGHT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_INJQ09FM,"1=SPORTS/EXERCISE; 10=OTHER; 2=LEISURE; 3=WORKING AT A JOB; 4=TRAVEL - WORK | HOUSEHOLD CHORES (2013 only); 5=HOUSEHOLD CHORES | SLEEPING, EATING (2013 only); 6=SLEEPING, EATING | GOING UP/DOWN ST (2013 only); 7=DRIVER IN/ON R. | DRIVER/M.TRUCKS (2013 only); 8=DRIV. IN/ON OFF | DRIVER/BOAT.,ATV (2013 only); 9=WALKING"
CCHS2014_ONT_SHARE_INJ_4F,1=THIS YEAR; 2=LAST YEAR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_INJ_CAU,1=FALL; 10=PHYSICAL ASSAULT; 2=TRANSPORTATION; 3=BUMPED/PUSHED; 4=STRUCK/CRUSHED; 5=SHARP OBJECT; 6=SMOKE/FIRE/FLAME; 7=HOT OBJECT; 8=EXTREME WEATHER; 9=OVEREXERTION
CCHS2014_ONT_SHARE_INJ_STT,0=NO INJURIES; 1=ACTIVITY-LIMIT.; 2=NON-ACT-LIMIT.; 3=LIM AND NON-LIM; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_INJ_TBS,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS2014_ONT_SHARE_LBF_PFT,1=FULL-TIME; 2=PART-TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_LSCDCWS,1=AT WORK LAST WK; 2=ABSENT LAST WK; 3=NO JOB LAST WK; 4=UNABLE/PERMANENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_LSCDHPW,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS2014_ONT_SHARE_LSC_1F,1=YES; 2=NO; 3=PERM UNABLE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_LSC_31F,1=EMPLOYEE; 2=SELF-EMPLOYED; 3=FAM BUS NO PAY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_MEX09BFM,1=EVERY DAY; 2=ALMOST EVERY D.; 3=ONCE/TWICE A WK; 4=6 = NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2014_ONT_SHARE_MEXBF2FM,0=DID NOT BF/LAST; 1=2 = 1 TO 3 = 5 TO 4 = 12 TO 5 = 16 TO 6 = 20 TO 7 = 24 TO 8 = 7 MONTHS OR MORE; 96=NOT APPLICABLE
CCHS2014_ONT_SHARE_MEXE07FM,1=2 = 1 TO 2 WEEKS; 10=7 TO 9 MONTHS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 MONTHS; 7=4 MONTHS; 8=5 MONTHS; 9=6 MONTHS
CCHS2014_ONT_SHARE_MEXE0FM,1=NOT ENOUGH MILK; 10=RETURNED TO WORK; 2=READY FOR SOLIDS; 3=INCONVENIENCE; 4=DIFFICULTY; 5=MED.COND.MOTHER; 6=MED. COND. BABY; 7=PLANNED TO STOP; 8=WEANED SELF; 9=ADVICE OF DOCTOR
CCHS2014_ONT_SHARE_MEXE4FM,1=BOTTLE FEED.EASY; 10=MULTIPLE BIRTHS; 2=FORMULA AS GOOD; 3=UNAPPEALING; 4=FATHER DN'T WANT; 5=RETURNED TO WORK; 6=C-SECTION; 7=MED. COND.MOTHER; 8=MED. COND.CHILD; 9=PREMATURE BIRTH
CCHS2014_ONT_SHARE_MEXE8FM,1=NOT ENOUGH BREAS; 10=FORMULA HEALTHY; 2=READY FOR SOLIDS; 3=INCONVENIENCE; 4=DIFFICULTY; 5=MED. COND.MOTHER; 6=MED. COND. BABY; 7=ADVICE OF DOCTOR; 8=RETURNED TO WORK; 9=ADVICE OF OTHERS
CCHS2014_ONT_SHARE_MEX_08FM,1=2 = 1 TO 2 WEEKS; 10=7 TO 9 MONTHS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 MONTHS; 7=4 MONTHS; 8=5 MONTHS; 9=6 MONTHS
