"variable_name","length","position","label","question_text","universe","note","n_categories"
"CANDVYIO","1.0","569","Cannabis use - 12 mo (including ""just once"") - (D)","","See documentation on derived variables.","","3"
"DOMEX","1.0","570","Maternal experiences - Inclusion Flag - (F)","","All respondents","","1"
"MEX_05","1.0","571","Takes vitamin supplement with folic acid","Are you taking a vitamin supplement containing folic acid?","Respondents aged 15 to 55 with DOMEX = 1 and DHH_SEX = 2 and PROXYSEX = (1, 2)","","4"
"MEX_10","1.0","572","Gave birth - last 5 years","Have you given birth in the past 5 years?","Respondents aged 15 to 55 with DOMEX = 1 and DHH_SEX = 2 and PROXYSEX = (1, 2)","","4"
"MEX_12","1.0","573","Single or multiple birth - last pregnancy","Was your last pregnancy a single birth or multiple births?","Respondents who answered MEX_10 = 1","","4"
"MEX_20","2.0","574","Baby’s date of birth - day","What is [your last child]’s date of birth? Day","Respondents who answered MEX_10 = 1","","3"
"MEX_25","2.0","576","Baby’s date of birth - month","What is [your last child]’s date of birth? Month","Respondents who answered MEX_10 = 1","","14"
"MEX_30","4.0","578","Baby’s date of birth - year","What is [your last child]’s date of birth?","Respondents who answered MEX_10 = 1","","3"
"MEX_40","1.0","582","Took folic acid supplement - 3 mo before pregnancy","During your pregnancy with [your last child], did you take folic acid supplements during the following time frames? During the three months before you got pregnant","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","5"
"MEX_50","1.0","583","Took folic acid supplement - first 3 mo of pregnancy","During your pregnancy with [your last child], did you take folic acid supplements during the following time frames? During the first three months of your pregnancy","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","5"
"MEX_65","1.0","584","Took iron supplement - during pregnancy","During your pregnancy with [your last child], did you take a vitamin supplement containing iron?","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","5"
"MEX_70","3.0","585","Weight - before pregnancy","Just before your pregnancy with [your last child], how much did you weigh?","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","3"
"MEX_75","1.0","588","Weight - before pregnancy - pounds / kilograms","Just before your pregnancy with [your last child], how much did you weigh? Pounds or kilograms","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","4"
"MEX_80","3.0","589","Weight - gained during pregnancy","How much weight did you gain during that pregnancy?","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","3"
"MEX_85","1.0","592","Weight - gained during pregnancy - pounds / kilograms","How much weight did you gain during that pregnancy? Pounds or kilograms","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","4"
"MEX_90","1.0","593","Co-sleeping with baby less than 12 mo - frequency","[How often does [your last child] / When [your last child] was less than one year old, how often did they] sleep in the same bed with you or anyone else?","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","5"
"MEX_100","1.0","594","Breastfed last baby","Was [your last child] breastfed or given breast milk even for a short time?","Respondents who answered MEX_10 = 1 and DV_CHILDAGE = (0:71)","DV_CHILDAGE is the calculated age in months of the child.","4"
"MEX_105","1.0","595","Did not breastfeed last baby - reason","What is the main reason that you did not breastfeed or give breast milk?","Respondents who answered MEX_100 = 2","","6"
"MEX_110","1.0","596","Still breastfeeding last baby","Are you still breastfeeding or giving breast milk to [your last child]?","Respondents who answered MEX_100 = 1","","4"
"MEX_115A","2.0","597","Stopped breastfeeding - baby’s age","How old was [your last child] when you stopped breastfeeding or giving breast milk? Age","Respondents who answered MEX_110 = 2","","3"
"MEX_115B","1.0","599","Stopped breastfeeding - baby’s age - time period","How old was [your last child] when you stopped breastfeeding or giving breast milk? Time period","Respondents who answered MEX_110 = 2","","6"
"MEX_120","2.0","600","Stopped breastfeeding - reason","What is the main reason that you stopped breastfeeding or giving breast milk?","Respondents who answered MEX_110 = 2","","8"
"MEX_125","1.0","602","Gave baby vitamin D supplement - less than 1 yr old","[Are you giving [your last child] / When [your last child] was [less than a year old / less than one year old and fed breast milk / fed breast milk] did you give them a vitamin D supplement] ?","Respondents who answered MEX_110 = (1, 2)","","5"
"MEX_150","1.0","603","Introduced liquids to baby - during breastfeeding","[Have / While you were still breastfeeding, had] liquids been introduced to [your last child]’s diet?","Respondents who answered MEX_100 = 1","","4"
"MEX_155","2.0","604","Introduced liquids to baby - baby’s age","How old was [your last child] when liquids were first introduced? Age","Respondents who answered MEX_150 = 1","","3"
"MEX_160","1.0","606","Introduced liquids to baby - baby’s age - time period","How old was [your last child] when liquids were first introduced? Time period","Respondents who answered MEX_150 = 1","","6"
"MEX_170","1.0","607","Introduced solids to baby","Have solid foods been introduced to the baby’s diet?","Respondents who answered MEX_10 = 1 and DV_CHILDAGE < 24","DV_CHILDAGE is the calculated age in months of the child.","4"
"MEX_175","2.0","608","Introduced solids to baby - baby’s age","How old was [your last child] when solids were first added? Age","Respondent who answered MEX_170 = 1 or DV_CHILDAGE = (24:71)","DV_CHILDAGE is the calculated age in months of the child.","3"
"MEX_180","1.0","610","Introduced solids to baby - baby’s age - time period","How old was [your last child] when solids were first added? Time period","Respondent who answered MEX_170 = 1 or DV_CHILDAGE = (24:71)","DV_CHILDAGE is the calculated age in months of the child.","6"
"MEX_190","1.0","611","Introduced solids to baby - first solid food","What was the first solid food added to [your last child]‘s diet?","Respondent who answered MEX_170 = 1 or DV_CHILDAGE = (24:71)","DV_CHILDAGE is the calculated age in months of the child.","6"
"MEXDVBM6","1.0","612","Exclusively breastfed for 6 months (or more) - (D)","","See documentation on derived variables.","","5"
"MEXDVLBM","2.0","613","Length of exclusive breastfeeding - (D)","","See documentation on derived variables.","","10"
"MEXDVWBK","6.2","615","Weight before pregnancy - kilograms - (D)","","See documentation on derived variables.","","2"
"MEXDVWGK","6.2","621","Weight gained during pregnancy - kilograms - (D)","","See documentation on derived variables.","","2"
"DOMXS","1.0","627","Maternal experiences - Smoking - Inclusion Flag - (F)","","All respondents","","1"
"MXS_05","1.0","628","Smoked cigarettes - 3 months before last pregnancy","In the 3 months before your pregnancy with [baby’s name], or before you realized you were pregnant, did you smoke cigarettes?","Respondents aged 15 to 55 with DOMXS = 1 and DOMEX = 1 and PROXYSEX = (1, 2) and DHH_SEX = 2 and who answered (MEX_10 = 1 and CSS_15 = 1)","","4"
"MXS_10","1.0","629","Smoked cigarettes - 3 months before last pregnancy - frequency","How often did you smoke?","Respondent who answered MXS_05 = 1","","6"
"MXS_15","1.0","630","Smoked cigarettes - after finding out about pregnancy","Once you found out you were pregnant with [baby’s name], did you smoke?","Respondents aged 15 to 55 with DOMXS = 1 and DOMEX = 1 and PROXYSEX = (1, 2) and DHH_SEX = 2 and who answered (MEX_10 = 1 and CSS_15 = 1)","","4"
"MXS_20","1.0","631","Smoked cigarettes - after finding out about pregnancy - frequency","How often did you smoke?","Respondent who answered MXS_15 = 1","","6"
"MXS_35","1.0","632","Exposure to second-hand smoke during pregnancy","Did anyone regularly smoke in your presence during your pregnancy with [baby’s name]?","Respondents aged 15 to 55 with DOMXS = 1 and DOMEX = 1 and PROXYSEX = (1, 2) and DHH_SEX = 2 and who answered MEX_10 = 1","","4"
"DOMXA","1.0","633","Maternal experiences - Alcohol use - Inclusion Flag - (F)","","All respondents","","1"
"MXA_05","1.0","634","Drank alcohol - 3 months before last pregnancy","In the 3 months before your pregnancy with [baby’s name], or before you realized you were pregnant, did you drink alcohol?","Respondents aged 15 to 55 with DOMXA = 1 and DOMEX = 1 and PROXYSEX = (1, 2) and DHH_SEX = 2 and who answered (MEX_10 = 1 and ALC_05 = 1)","","4"
"MXA_10","1.0","635","Drank alcohol - 3 months before last pregnancy - frequency","How often did you drink?","Respondents who answered MXA_05 = 1","","6"
"MXA_12","1.0","636","Drank alcohol - 3 months before last pregnancy - num of drinks","On the days you did drink, how many drinks did you usually have?","Respondents who answered MXA_05 = 1","","6"
"MXA_15","1.0","637","Drank alcohol - after finding out about pregnancy - frequency","Once you found out you were pregnant with [baby’s name], did you drink alcohol?","Respondents aged 15 to 55 with DOMXA = 1 and DOMEX = 1 and PROXYSEX = (1, 2) and DHH_SEX = 2 and who answered (MEX_10 = 1 and ALC_05 = 1)","","4"
"MXA_20","1.0","638","Drank alcohol - after finding out about pregnancy - frequency","How often did you drink?","Respondents who answered MXA_15 = 1","","5"
"MXA_22","1.0","639","Drank alcohol - after finding out about pregnancy - num of drinks","On the days you did drink, how many drinks did you usually have?","Respondents who answered MXA_15 = 1","","6"
"MXA_35","1.0","640","Drank alcohol - while breastfeeding / since giving birth","[While you were breastfeeding / Since you gave bith to] [baby’s name] did you drink alcohol?","Respondents aged 15 to 55 with DOMXA = 1 and DOMEX = 1 and PROXYSEX = (1, 2) and DHH_SEX = 2 and who answered (MEX_10 = 1 and ALC_05 = 1 and MEX_100 = 1)","","4"
"MXA_40","1.0","641","Drank alcohol - while breastfeeding / since giving birth - frequency","How often [did /do] you drink?","Respondents who answered MXA_35 = 1","","6"
"MXA_42","1.0","642","Drank alcohol - while breastfeeding / since giving birth - num drinks","On the days you [did /do] drink, how many drinks [did /do] you usually have?","Respondents who answered MXA_35 = 1","","6"
"DOFLU","1.0","643","Flu shots - Inclusion Flag - (F)","","All respondents","","1"
"FLU_05","1.0","644","Had seasonal flu vaccine - 12 mo","In the past 12 months, have you had a seasonal flu vaccine?","Respondents with DOFLU =1 and PROXYSEX = (1, 2)","","3"
"FLU_10","2.0","645","Last seasonal flu vaccine - month","In which month did you have your last seasonal flu vaccine?","Respondents who answered FLU_05 <> 2","","14"
"FLU_15","1.0","647","Last seasonal flu vaccine - current / last year","Was that this year or last year?","Respondents who answered FLU_10 = ADM_MOI","","4"
"FLU_20A","1.0","648","No flu vaccine - 12 mo - didn’t think necessary","What are the reasons that you did not have a seasonal flu vaccine in the past 12 months? - Did not think it was necessary","Respondents who answered FLU_05 = 2","","4"
"FLU_20B","1.0","649","No flu vaccine - 12 mo - concern about side effects","What are the reasons that you did not have a seasonal flu vaccine in the past 12 months? - Concern about discomfort or side effects","Respondents who answered FLU_05 = 2","","4"
"FLU_20C","1.0","650","No flu vaccine - 12 mo - flu is not that severe","What are the reasons that you did not have a seasonal flu vaccine in the past 12 months? - Flu is not that severe","Respondents who answered FLU_05 = 2","","4"
"FLU_20D","1.0","651","No flu vaccine - 12 mo - flu vaccine doesn’t work","What are the reasons that you did not have a seasonal flu vaccine in the past 12 months? - Flu vaccine does not work that well","Respondents who answered FLU_05 = 2","","4"
"FLU_20E","1.0","652","No flu vaccine - 12 mo - previous bad reaction","What are the reasons that you did not have a seasonal flu vaccine in the past 12 months? - Previously had a bad reaction to the flu vaccine or other vaccine","Respondents who answered FLU_05 = 2","","4"
"FLU_20F","1.0","653","No flu vaccine - 12 mo - other","What are the reasons that you did not have a seasonal flu vaccine in the past 12 months? - Other","Respondents who answered FLU_05 = 2","","4"
"DORHC","1.0","654","Regular health care provider - Inclusion Flag - (F)","","All respondents","","1"
"RHC_05","1.0","655","Regular health care provider","Which of the following health care providers do you regularly consult with?","Respondents with DORHC = 1","","6"
"DOLMAM","1.0","656","Labour market activities - Inclusion Flag - (F)","","All respondents","","1"
"LMAM_01","1.0","657","Worked at job / business - past week","Last week, did you work at a job or business?","Respondents aged 15 to 75 with DOLMAM = 1","","5"
"LMAM_02","1.0","658","Absent from job / business - past week","Last week, did you have a job or business from which you were absent?","Respondents who answered LMAM_01 = 2","","4"
"LMAM_03","2.0","659","Absent from job / business - reason - past week","What was the main reason you were absent from work last week?","Respondents who answered LMAM_02 = 1","","16"
"DOLMA3","1.0","661","Labour market activities (LMA3) - Inclusion Flag - (F)","","All respondents","","1"
"LMA3_01","1.0","662","Employee or self-employed","Were you an employee or self-employed?","Respondents aged 15 to 75 with DOLMA3 = 1 and who answered LMAM_01 = 1 or (LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14))","","5"
"DOLMA4","1.0","663","Labour market activities (LMA4) - Inclusion Flag - (F)","","All respondents","","1"
"LMA4FQ01","1.0","664","Response entered - name of business (self-employed) - (F)","What was the full name of your business?","Respondents aged 15 to 75 with DOLMA4 = 1 and who answered (LMAM_01 = 1 or (LMAM_01 = 2 and LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14))) and LMA3_01 = 2","","3"
"LMA4FQ02","1.0","665","Response entered - name of company / business / person - (F)","For whom did you work?","Respondents aged 15 to 75 with DOLMA4 = 1 and who answered (LMAM_01 = 1 or (LMAM_01 = 2 and LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14))) and LMA3_01 <> 2","","3"
"LMA4FQ03","1.0","666","Response entered - type of business / industry / service - (F)","What kind of business, industry or service was this?","Respondents aged 15 to 75 with DOLMA4 = 1 and who answered (LMAM_01 = 1 or (LMAM_01 = 2 and LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14)))","","3"
"LBFCSIC","4.0","667","North American Industry Classification System (NAICS) 2017","","Respondents who answered LMAM_01 = 1 or (LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14))","","4"
"DOLMA5","1.0","671","Labour market activities (LMA5) - Inclusion Flag - (F)","","All respondents","","1"
"LMA5FQ01","1.0","672","Response entered - type of work - (F)","What kind of work were you doing?","Respondents aged 15 to 75 with DOLMA5 = 1 and who answered LMAM_01 = 1 or (LMAM_01 = 2 and (LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14)))","","3"
"LMA5FQ02","1.0","673","Response entered - main activities / duties - (F)","What were your most important activities or duties?","Respondents aged 15 to 75 with DOLMA5 = 1 and who answered LMAM_01 = 1 or (LMAM_01 = 2 and (LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14)))","","3"
"LBFCSOC","4.0","674","National Occupation Classification (NOC) 2016","","Respondents who answered LMAM_01 = 1 or (LMAM_02 = 1 and LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14))","","4"
"DOLMA6","1.0","678","Labour market activities (LMA6) - Inclusion Flag - (F)","","All respondents","","1"
"LMA6_01","5.1","679","Usual num of hours worked / week - current main job","[Excluding overtime, on average, how many paid hours / On average, how many hours] do you usually work per week?","Respondents aged 15 to 75 with DOLMA6 = 1 and who answered LMAM_01 = 1 or (LMAM_01 = 2 and LMAM_02 = 1 and (LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14)))","","2"
"DOLBF","1.0","684","Labour market activities (LBF) - Inclusion Flag - (F)","","All respondents","","1"
"LBF_11","1.0","685","Had more than one job / business - past week","Did you have more than one job or business last week?","Respondents aged 15 to 75 with DOLBF = 1 and who answered LMAM_01 = 1 or (LMAM_01 = 2 and LMAM_02 = 1 and (LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14)))","","4"
"LBF_12","5.1","686","Usual num of hours worked / week - current other job","On average, how many hours do you usually work per week at your other job(s)?","Respondents who answered LBF_11 = 1","","2"
"LBFDVHPW","3.0","691","Total usual number of hours worked / week - (D)","","See documentation on derived variables.","","3"
"LBFDVING","2.0","694","Industry group - (D)","","See documentation on derived variables.","","23"
"LBFDVOCG","2.0","696","Occupation group - (D)","","See documentation on derived variables.","","13"
"LBFDVPFT","1.0","698","Full-time / part-time working status (for total usual hours) - (D)","","See documentation on derived variables.","","4"
"LBFDVWSS","1.0","699","Working status last week - (D)","","See documentation on derived variables.","","6"
"DOLM","1.0","700","Telework - Inclusion Flag - (F)","","All respondents","","1"
"LM_025","1.0","701","Location worked most hours - 30 d","In the past 30 days, in which of these locations did you work the most hours?","Respondents aged 15 to 75 with DOLM = 1 and who answered LMAM_01 = 1 or (LMAM_01 = 2 and LMAM_02 = 1 and (LMAM_03 = (1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14)))","","6"
"DOIM","1.0","702","Place of birth, immigration and citizenship - Inclusion Flag - (F)","","All respondents","","1"
"IM_01A","1.0","703","Country of birth - Canada / Outside","Where were you born?","Respondents with DOIM = 1","","3"
"IM_01A1","2.0","704","Province / territory of birth","Specify the province or territory","Respondents who answered IM_01A = 1","In the questionnaire, this variable is found under the question IM_Q01AA","15"
"SDCCCOB","5.0","706","Country of birth - coded","","Respondents with DOIM = 1","This variable is coded from responses to the questions IM_01A and IM_01A2 (found under IM_Q01AA in the questionnaire). The country code is based on the Standard Classification of Countries and Areas of Interest (SCCAI) of 2017.","197"
"IM_02","4.0","711","Year first came to live in Canada","In what year did you first come to Canada to live?","Respondents who answered IM_01A = 2","","3"
"IM_03","1.0","715","Landed immigrant - life","Are you now, or have you ever been a landed immigrant?","Respondents who answered IM_01A = 2","If a respondent answered IM_03 = (2, 6 or 9), and later reported IM_05A = 1 and IM_05A1 = 2, the variable IM_03 was given the value of 1. Some of these cases may also have IM_01A = 1, if the respondent reported being born in Canada.","4"
"IM_04","4.0","716","Year first became a landed immigrant","In what year did you first become a landed immigrant?","Respondents who answered IM_03 = 1","","3"
"IM_05A","1.0","720","Canadian citizen","Of what country are you a citizen? Are you a citizen of: - Canada","Respondents with DOIM = 1","","3"
"IM_05B","1.0","721","Citizen of country other than Canada","Of what country are you a citizen? Are you a citizen of: - Another country","Respondents with DOIM = 1","","3"
"IM_05A1","1.0","722","Canadian citizen by birth / natualization","Is it by birth or by naturalization?","Respondents who answered IM_05A = 1","In the questionnaire, this variable is found under the question IM_Q05AA","4"
"SDCCCOC","5.0","723","Country of citizenship - coded - excludes Canada","","Respondents who answered IM_05B = 2","This variable is coded from responses to the question IM_05B2 (found under IM_Q05AB in the questionnaire). The country code is based on the Standard Classification of Countries and Areas of Interest (SCCAI) of 2017.","158"
"SDCDVCB","2.0","728","Country of birth - grouped - (D)","","See documentation on derived variables.","","9"
"SDCDVIMM","1.0","730","Immigrant flag - (D)","","See documentation on derived variables.","","4"
"SDCDVRES","3.0","731","Number of years in Canada since immigration - (D)","","See documentation on derived variables.","","3"
"SDCDVALI","3.0","734","Age - respondent first became a landed immigrant in Canada - (D)","","See documentation on derived variables.","","3"
"SDCDVABT","1.0","737","Aboriginal Identity - (D)","","See documentation on derived variables.","","3"
"SDCDVVM","2.0","738","Visible minority group of respondent - (D)","","See documentation on derived variables.","","14"
"SDCDVFLA","1.0","740","Visible minority flag - (D)","","See documentation on derived variables.","","3"
"SDCDVLHM","2.0","741","Language(s) spoken most often at home - (D)","","See documentation on derived variables.","","8"
"SDCDVFL1","2.0","743","Language 1st learned at home in childhood - mother tongue - (D)","","See documentation on derived variables.","","8"
"SDCDVFLS","1.0","745","First official language spoken - (D)","","See documentation on derived variables.","","5"
"DOABM","1.0","746","Indigenous identity - Inclusion Flag - (F)","","All respondents","","1"
"ABM_01A","1.0","747","No indigenous identity","Are you First Nations, Métis or Inuk (Inuit)? - No, not First Nations, Métis or Inuk (Inuit)","Respondents with DOABM = 1","","3"
"ABM_01B","1.0","748","Indigenous identity - First Nations","Are you First Nations, Métis or Inuk (Inuit)? - Yes, First Nations (North American Indian)","Respondents with DOABM = 1","","3"
"ABM_01C","1.0","749","Indigenous identity - Métis","Are you First Nations, Métis or Inuk (Inuit)? - Yes, Métis","Respondents with DOABM = 1","","3"
"ABM_01D","1.0","750","Indigenous identity- Inuk (Inuit)","Are you First Nations, Métis or Inuk (Inuit)? - Yes, Inuk (Inuit)","Respondents with DOABM = 1","","3"
"DOPG","1.0","751","Population group - Inclusion Flag - (F)","","All respondents","","1"
"PG_05A","1.0","752","Belonging racial / cultural groups - White","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - White","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05B","1.0","753","Belonging racial / cultural groups - South Asian","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - South Asian","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05C","1.0","754","Belonging racial / cultural groups - Chinese","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Chinese","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05D","1.0","755","Belonging racial / cultural groups - Black","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Black","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05E","1.0","756","Belonging racial / cultural groups - Filipino","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Filipino","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05F","1.0","757","Belonging racial / cultural groups - Arab","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Arab","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05G","1.0","758","Belonging racial / cultural groups - Latin American","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Latin American","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05H","1.0","759","Belonging racial / cultural groups - Southeast Asian","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Southeast Asian","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05I","1.0","760","Belonging racial / cultural groups - West Asian","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - West Asian","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05J","1.0","761","Belonging racial / cultural groups - Korean","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Korean","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"PG_05K","1.0","762","Belonging racial / cultural groups - Japanese","The following question collects information in accordance with the Employment Equity Act and its Regulations and Guidelines to support programs that promote equal opportunity for everyone to share in the social, cultural, and economic life of Canada. Are you? - Japanese","Respondents with DOPG = 1 and ABM_01A = 1","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","4"
"VMRNIE","1.0","763","Belonging racial / cultural groups - visible minority n.i.e.","","Respondents with DOPG = 1, excluding respondents who answered ABM_01A = 1","The ""Visible minority n.i.e."" category includes persons who gave a write-in response that is classified as visible minority, but cannot be classified with a specific visible minority group (PG_05B-K). This includes responses such as ""Guyanese"", ""West Indian"", ""Tibetan"", ""Polynesian"", and ""Pacific Islander"".","4"
"VMROTHER","1.0","764","Belonging racial / cultural groups - not a visible minority","","Respondents with DOPG = 1, excluding respondents who answered ABM_01A = 1","The ""Not a visible minority"" category includes persons who gave a write in response that is not classified as a visible minority. Due to incoherent write-in responses to PG_Q05, some respondents have valid responses to the population group question (PG_05A-K), but VMROTHER is set to ""not stated"".","4"
"DOLAN","1.0","765","Language - Inclusion Flag - (F)","","All respondents","","1"
"LAN_01","1.0","766","Knowledge of official languages","Can you speak English or French well enough to conduct a conversation?","Respondents with DOLAN = 1","","5"
"LAN_02A","1.0","767","Language most often spoken at home - English","What language do you speak most often at home? - English","Respondents with DOLAN = 1","","3"
"LAN_02B","1.0","768","Language most often spoken at home - French","What language do you speak most often at home? - French","Respondents with DOLAN = 1","","3"
"LAN_02C","1.0","769","Language most often spoken at home - Other","What language do you speak most often at home? - Other","Respondents with DOLAN = 1","","3"
"LAN_04A","1.0","770","Mother tongue - English","What is the language that you first learned at home in childhood and still understand? - English","Respondents with DOLAN = 1","","3"
"LAN_04B","1.0","771","Mother tongue - French","What is the language that you first learned at home in childhood and still understand? - French","Respondents with DOLAN = 1","","3"
"LAN_04C","1.0","772","Mother tongue - Other","What is the language that you first learned at home in childhood and still understand? - Other","Respondents with DOLAN = 1","","3"
"DOSOR","1.0","773","Sexual orientation - Inclusion Flag - (F)","","All respondents","","1"
"SOR_01","1.0","774","Sexual orientation","What is your sexual orientation?","Respondents aged 15 and older with DOSOR = 1 and PROXYSEX = (1, 2)","For this question, write-in responses were coded into one of the existing listed categories if the write-in information duplicated a listed category.","6"
"DOHMC","1.0","775","Home care services - Inclusion Flag - (F)","","All respondents","","1"
"HMC_005A","1.0","776","Home care services received - nursing care - 12 mo","In the past 12 months, what type of home care services have been received? - Nursing care","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_005B","1.0","777","Home care services received - other health care - 12 mo","In the past 12 months, what type of home care services have been received? - Other health care services","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_005C","1.0","778","Home care services received - medical equipment - 12 mo","In the past 12 months, what type of home care services have been received? - Medical equipment or supplies","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_005D","1.0","779","Home care services received - personal / home support - 12 mo","In the past 12 months, what type of home care services have been received? - Personal or home support","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_005E","1.0","780","Home care services received - palliative / end-of-life care - 12 mo","In the past 12 months, what type of home care services have been received? - Palliative or end-of-life care","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_005F","1.0","781","Home care services received - other services - 12 mo","In the past 12 months, what type of home care services have been received? - Other services","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_005G","1.0","782","No one in household received any home care services - 12 mo","In the past 12 months, what type of home care services have been received? - No one in the household received any home care services","Respondents aged 18 and over with DOHMC = 1","","4"
"HMC_010A","1.0","783","Person who received home care services - nursing care","Who received these home care services? - Nursing care","Respondents who answered HMC_005A = 1","Note that this variable was asked, regardless of household size. Some respondents who indicated living alone (DHHDVHSZ=1) may still have indicated ""Another member of the household"" or ""You and another member of the household""","5"
"HMC_010B","1.0","784","Person who received home care services - other health care","Who received these home care services? - Other health care services","Respondents who answered HMC_005B = 1","Note that this variable was asked, regardless of household size. Some respondents who indicated living alone (DHHDVHSZ=1) may still have indicated ""Another member of the household"" or ""You and another member of the household""","5"
"HMC_010C","1.0","785","Person who received home care services - medical equipment","Who received these home care services? - Medical equipment or supplies","Respondents who answered HMC_005C = 1","Note that this variable was asked, regardless of household size. Some respondents who indicated living alone (DHHDVHSZ=1) may still have indicated ""Another member of the household"" or ""You and another member of the household""","5"
